GEOHASH,LATITUDE,LONGITUDE,hour,AVERAGE_SPEED,DISTRICT
sxk9kp,41.0421752929688,29.0093994140625,0,23.225806451612904,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,1,26.35483870967742,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,2,29.258064516129032,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,3,32.03225806451613,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,4,33.32258064516129,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,5,34.87096774193548,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,6,31.64516129032258,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,7,27.870967741935484,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,8,24.548387096774192,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,9,23.483870967741936,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,10,22.0,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,11,21.516129032258064,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,12,19.967741935483872,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,13,18.35483870967742,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,14,18.06451612903226,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,15,17.516129032258064,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,16,17.612903225806452,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,17,17.129032258064516,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,18,16.0,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,19,17.774193548387096,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,20,20.870967741935484,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,21,19.93548387096774,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,22,19.677419354838708,Beşiktaş
sxk9kp,41.0421752929688,29.0093994140625,23,21.096774193548388,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,0,40.125,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,1,51.77777777777778,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,2,55.66666666666666,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,3,44.0,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,4,46.66666666666666,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,5,50.55555555555556,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,6,47.88235294117647,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,7,37.16666666666666,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,8,44.77777777777778,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,9,34.63636363636363,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,10,24.285714285714285,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,11,31.0,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,12,29.846153846153847,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,13,27.9,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,14,32.0,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,15,28.142857142857142,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,16,24.714285714285715,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,17,29.285714285714285,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,18,17.625,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,19,34.111111111111114,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,20,34.57142857142857,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,21,31.866666666666667,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,22,33.53333333333333,Beşiktaş
sxk9kq,41.0366821289063,29.0203857421875,23,34.111111111111114,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,0,32.61290322580645,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,1,37.45161290322581,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,2,41.38709677419355,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,3,45.03225806451613,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,4,48.0,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,5,42.87096774193548,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,6,35.74193548387097,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,7,41.61290322580645,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,8,38.483870967741936,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,9,37.483870967741936,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,10,35.96774193548387,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,11,35.74193548387097,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,12,34.70967741935484,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,13,33.0,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,14,32.70967741935484,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,15,30.90322580645161,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,16,31.677419354838708,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,17,33.16129032258065,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,18,32.61290322580645,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,19,32.87096774193548,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,20,34.41935483870968,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,21,33.25806451612903,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,22,34.935483870967744,Beşiktaş
sxk9kr,41.0421752929688,29.0203857421875,23,32.58064516129032,Beşiktaş
sxk9kw,41.0366821289063,29.0313720703125,0,32.0,Beşiktaş
